caseId,figureOrTable,page,recommendationNumbers,expectedActionClass,productionExecutable,productionActionClass,productionCode,productionRisk,productionSafetyOutcome,currentLegacyExecutable,currentLegacyActionClass,currentLegacyCode,canonicalActionClasses,canonicalRecommendation,canonicalTiming,canonicalDestination,canonicalReviewerRequirement,canonicalClinicianOnly,canonicalMatchedRule,productionMatchesSource,currentLegacyMatchesSource,canonicalMatchesSource,classification,flags
F6-18M-HPV-DETECTED-COLPOSCOPY,Figure 6,56,R8.04-R8.08,COLPOSCOPY,true,COLPOSCOPY,F6-HPV-DETECTED-ANY-CYTOLOGY-COLP,HIGH,,true,COLPOSCOPY,F6-HPV-DETECTED-ANY-CYTOLOGY-COLP,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,CLINICIAN_REVIEW,true,F6-04,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-18M-HPV-NOT-DETECTED-HIGH-GRADE-COLPOSCOPY,Figure 6,56,R8.04-R8.08,COLPOSCOPY,true,COLPOSCOPY,F6-HPV-NEG-HIGH-GRADE-COLP,HIGH,,true,COLPOSCOPY,F6-HPV-NEG-HIGH-GRADE-COLP,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,CLINICIAN_REVIEW,true,F6-05,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-18M-HPV-NOT-DETECTED-LOW-GRADE-REPEAT,Figure 6,56,R8.04-R8.08,REPEAT_COTEST,true,COLPOSCOPY,F6-REPEAT-HPV-NEG-CYTOLOGY-ABNORMAL-COLP,HIGH,,true,COLPOSCOPY,F6-REPEAT-HPV-NEG-CYTOLOGY-ABNORMAL-COLP,REPEAT_HPV | REPEAT_COTEST,Repeat HPV and cytology,12 months,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F6-06,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-AFTER-LOW-GRADE-HPV-DETECTED-COLPOSCOPY,Figure 6,56,R8.04-R8.08,COLPOSCOPY,true,COLPOSCOPY,F6-HPV-DETECTED-ANY-CYTOLOGY-COLP,HIGH,,true,COLPOSCOPY,F6-HPV-DETECTED-ANY-CYTOLOGY-COLP,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,CLINICIAN_REVIEW,true,F6-04,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-AFTER-LOW-GRADE-HPV-NOT-DETECTED-ABNORMAL-COLPOSCOPY,Figure 6,56,R8.04-R8.08,COLPOSCOPY,true,COLPOSCOPY,F6-REPEAT-HPV-NEG-CYTOLOGY-ABNORMAL-COLP,HIGH,,true,COLPOSCOPY,F6-REPEAT-HPV-NEG-CYTOLOGY-ABNORMAL-COLP,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,CLINICIAN_REVIEW,true,F6-07,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-AFTER-LOW-GRADE-NEGATIVE-CONTINUE-TOC,Figure 6,56,R8.04-R8.08,CONTINUE_TOC,true,CONTINUE_TOC,F6-CONTINUE-TOC-UNTIL-COMPLETE,LOW,,true,CONTINUE_TOC,F6-CONTINUE-TOC-UNTIL-COMPLETE,TEST_OF_CURE | CONTINUE_TOC,Continue Test of Cure until the required two consecutive negative co-tests are achieved,12 months between qualifying co-tests,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F6-08,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-MISSING-TREATMENT-DATE-SAFETY-STOP,Figure 6,56,R8.04-R8.08,SAFETY_STOP,true,REPEAT_COTEST,F6-FIRST-NEGATIVE-REPEAT-12M,LOW,,true,REPEAT_COTEST,F6-FIRST-NEGATIVE-REPEAT-12M,SAFETY_STOP,Do not issue a terminal Test-of-Cure disposition; request treatment records.,Immediate,Review queue,CLINICIAN_REVIEW,false,F6-12,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F6-POSITIVE-MARGINS-UNDER50-COMMUNITY-TOC,Figure 6,56,R8.06,COMMUNITY_TOC,false,,,,,false,,,TEST_OF_CURE | COMMUNITY_TOC,Test of Cure follow-up can be in primary/community care,6 and 18 months,Primary/community care,CLINICIAN_REVIEW,true,F6-10,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F6-POSITIVE-MARGINS-AGE50PLUS-SPECIALIST,Figure 6,56,R8.06,SPECIALIST_FOLLOW_UP,false,,,,,false,,,COLPOSCOPY,Follow-up remains in colposcopy clinic unless later guidance/local governance says otherwise,6 and 18 months,Colposcopy service,SPECIALIST_REVIEW,true,F6-11,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F7-AG2-GYNAECOLOGY,Figure 7,59,R9.04-R9.10,GYNAECOLOGY,true,GYNAECOLOGY,F7-AG2-GYNAECOLOGY,HIGH,,true,GYNAECOLOGY,F7-AG2-GYNAECOLOGY,URGENT_GYNAECOLOGY | GYNAECOLOGY,Refer to specialist gynaecology,Urgent if malignant,Specialist gynaecology,SPECIALIST_REVIEW,true,F7-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AC2-GYNAECOLOGY,Figure 7,59,R9.04-R9.10,GYNAECOLOGY,true,GYNAECOLOGY,F7-AC2-GYNAECOLOGY,HIGH,,true,GYNAECOLOGY,F7-AC2-GYNAECOLOGY,URGENT_GYNAECOLOGY | GYNAECOLOGY,Refer to specialist gynaecology,Urgent if malignant,Specialist gynaecology,SPECIALIST_REVIEW,true,F7-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AG1-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AG3-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AG4-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AG5-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy,,Colposcopy service,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AC1-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,ONCOLOGY | URGENT_GYNAECOLOGY | GYNAECOLOGY | COLPOSCOPY,"Urgently refer to a colposcopist to assess and confirm adenocarcinoma; after confirmation, refer to gynaecological oncology.",Urgent,Urgent colposcopy and gynaecological oncology,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AC3-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,ONCOLOGY | URGENT_GYNAECOLOGY | GYNAECOLOGY | COLPOSCOPY,"Urgently refer to a colposcopist to assess and confirm adenocarcinoma; after confirmation, refer to gynaecological oncology.",Urgent,Urgent colposcopy and gynaecological oncology,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AC4-COLPOSCOPY,Figure 7,59,R9.04-R9.10,COLPOSCOPY,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F7-GLANDULAR-COLPOSCOPY,ONCOLOGY | URGENT_GYNAECOLOGY | GYNAECOLOGY | COLPOSCOPY,"Urgently refer to a colposcopist to assess and confirm adenocarcinoma; after confirmation, refer to gynaecological oncology.",Urgent,Urgent colposcopy and gynaecological oncology,SPECIALIST_REVIEW,true,F7-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-NO-LESION-CYTOLOGY-CONFIRMED-TYPE3-EXCISION,Figure 7,59,R9.04-R9.13,TYPE3_EXCISION,true,COLPOSCOPY,F7-MDM-CONFIRMED-NOT-AG2-TYPE3,HIGH,,true,COLPOSCOPY,F7-MDM-CONFIRMED-NOT-AG2-TYPE3,TYPE3_EXCISION,"Type 3 diagnostic excision, with D&C or appropriate endometrial assessment where indicated by the confirmed glandular category and specialist plan.",,Reviewer-confirmed pathway,SPECIALIST_REVIEW,true,F7-04,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F7-NO-LESION-AG2-CONFIRMED-INVESTIGATE,Figure 7,59,R9.04-R9.13,GYNAECOLOGY_INVESTIGATION,true,GYNAECOLOGY,F7-MDM-AG2-INVESTIGATE-MALIGNANCIES,HIGH,,true,GYNAECOLOGY,F7-MDM-AG2-INVESTIGATE-MALIGNANCIES,GYNAECOLOGY,Investigate other gynaecological malignancies,,Specialist gynaecology,SPECIALIST_REVIEW,true,F7-05,false,false,false,REQUIRES_CLINICAL_REVIEW,NO_SYSTEM_MATCHES_SOURCE
F7-NO-LESION-CYTOLOGY-NOT-CONFIRMED-6M,Figure 7,59,R9.04-R9.13,REPEAT_COLPOSCOPY,true,MDM_REVIEW,F7-MDM-CYTOLOGY-NOT-CONFIRMED-6M,MEDIUM,,true,MDM_REVIEW,F7-MDM-CYTOLOGY-NOT-CONFIRMED-6M,COLPOSCOPY | REPEAT_COLPOSCOPY,Repeat colposcopy,6 months,Colposcopy service,SPECIALIST_REVIEW,true,F7-06,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F7-VISIBLE-LESION-BIOPSY-AIS-TYPE3,Figure 7,59,R9.04-R9.13,TYPE3_EXCISION,true,COLPOSCOPY,F7-BIOPSY-AIS-TYPE3-EXCISION,HIGH,,true,COLPOSCOPY,F7-BIOPSY-AIS-TYPE3-EXCISION,COLPOSCOPY | TYPE3_EXCISION,Type 3 excision,,Specialist colposcopy/excisional treatment service,SPECIALIST_REVIEW,true,F7-07,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F7-VISIBLE-LESION-BIOPSY-CANCER-ONCOLOGY,Figure 7,59,R9.04-R9.13,ONCOLOGY,true,ONCOLOGY,F7-BIOPSY-CANCER-ONCOLOGY,URGENT,,true,ONCOLOGY,F7-BIOPSY-CANCER-ONCOLOGY,ONCOLOGY | URGENT_GYNAECOLOGY | GYNAECOLOGY,Refer to gynaecological oncologist,Urgent,Gynaecological oncology / MDT,SPECIALIST_REVIEW,true,F7-08,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F7-AIS-CLEAR-MARGINS-PRIMARY-CARE-6-18M,Figure 7,59,R9.14,COMMUNITY_TOC,false,,,,,false,,,COLPOSCOPY | COMMUNITY_TOC,Primary/community-care co-tests at 6 and 18 months. Any HPV detected or abnormal cytology during follow-up requires colposcopic assessment.,6 and 18 months,Primary/community care,CLINICIAN_REVIEW,true,F7-09,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-CANCER-STAGE1A1-LOCAL-EXCISION-TOC-COMPLETE-REGULAR,Figure 8,5,Screening after gynaecological cancer update,ROUTINE_SCREENING,false,,,,,false,,,ROUTINE_RECALL | TEST_OF_CURE,Return to regular cervical screening after successful treatment and completed Test of Cure.,Regular screening interval,Primary/community care or programme follow-up,CLINICIAN_REVIEW,false,A26-08,false,false,false,DEPLOYED_INPUT_CONTRACT_GAP,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F8-CANCER-STAGE1A1-TOC-ABNORMAL-COLPOSCOPY,Figure 8,5,Screening after gynaecological cancer update,COLPOSCOPY,false,,,,,false,,,COLPOSCOPY | TEST_OF_CURE,Refer to colposcopy for HPV detection or abnormal cytology during Test of Cure.,Without delay,Colposcopy service,SPECIALIST_REVIEW,false,A26-08,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F8-CANCER-STAGE1A1-POST-TOC-HPV-FIG3,Figure 8,5,Screening after gynaecological cancer update,ROUTE_FIGURE_3,false,,,,,false,,,ROUTE_FIGURE_3 | TEST_OF_CURE,Follow the HPV primary screening pathway in Figure 3 after completed Test of Cure.,According to Figure 3,Primary/community care or programme follow-up,CLINICIAN_REVIEW,false,A26-08,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F8-CANCER-TOTAL-HYSTERECTOMY-TOC-COMPLETE-CEASE,Figure 8,5,Screening after gynaecological cancer update,NO_FURTHER_SCREENING,false,,,,,false,,,NO_FURTHER_SCREENING | TEST_OF_CURE,Cease screening after completing Test of Cure,,Primary/community care or programme follow-up,SPECIALIST_REVIEW,false,A26-09,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F8-OTHER-GYNAECOLOGICAL-CANCER-OUTSIDE-NCSP,Figure 8,5,Screening after gynaecological cancer update,CLINICIAN_REVIEW_REQUIRED,false,,,,,false,,,CLINICIAN_REVIEW_REQUIRED,Outside NCSP screening recommendations; clinician and participant determine testing/management,,Primary/community care or programme follow-up,SPECIALIST_REVIEW,true,A26-10,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F8-NONCERVICAL-CANCER-HYSTERECTOMY-HSIL-INCOMPLETE-TOC,Figure 8,5,Screening after gynaecological cancer update,CONTINUE_TOC,false,,,,,false,,,TEST_OF_CURE,Undertake ToC; cease after two HPV-not-detected/negative-cytology co-tests 12 months apart,12 months apart,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,A26-11,false,false,false,DEPLOYED_INPUT_CONTRACT_GAP,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-LOW-RISK-NO-PATHOLOGY-NO-FURTHER,Figure 8,67,R10.01-R10.10,NO_FURTHER_SCREENING,true,NO_FURTHER_SCREENING,F8-NEG-RETURNED-NO-PATH-NO-FURTHER,LOW,,true,NO_FURTHER_SCREENING,F8-NEG-RETURNED-NO-PATH-NO-FURTHER,NO_FURTHER_SCREENING,No further screening required,,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F8-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-LOW-RISK-LSIL-HPV,Figure 8,67,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,F8-NEG-RETURNED-LSIL-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,F8-NEG-RETURNED-LSIL-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,Vaginal-vault HPV test; use Figure 3 result branches as applicable while preserving cervix-absent and vault-sample provenance.,6 months post-hysterectomy where specified,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,F8-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-LOW-RISK-COMPLETE-HSIL-AIS-TOC,Figure 8,67,R10.01-R10.10,TEST_OF_CURE,true,NO_FURTHER_SCREENING,F8-NEG-RETURNED-NO-PATH-NO-FURTHER,LOW,,true,NO_FURTHER_SCREENING,F8-NEG-RETURNED-NO-PATH-NO-FURTHER,TEST_OF_CURE,Test of Cure,Vault co-testing,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F8-03,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-LOW-RISK-INCOMPLETE-HSIL-AIS-COLPOSCOPY,Figure 8,67,R10.01-R10.10,COLPOSCOPY,true,NO_FURTHER_SCREENING,F8-NEG-RETURNED-NO-PATH-NO-FURTHER,LOW,,true,NO_FURTHER_SCREENING,F8-NEG-RETURNED-NO-PATH-NO-FURTHER,COLPOSCOPY,Colposcopy,,Colposcopy service,CLINICIAN_REVIEW,true,F8-04,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-NO-KNOWN-HISTORY-NO-LOW-PATHOLOGY-HPV6M,Figure 8,67,R10.01-R10.10,POST_HYSTERECTOMY_HPV_6M,true,POST_HYSTERECTOMY_HPV_6M,F8-NO-HISTORY-NO-PATH-LOWGRADE-HPV-6M,MEDIUM,,true,POST_HYSTERECTOMY_HPV_6M,F8-NO-HISTORY-NO-PATH-LOWGRADE-HPV-6M,COLPOSCOPY | POST_HYSTERECTOMY_HPV_6M | POST_HYSTERECTOMY_HPV,"Vaginal-vault HPV test at 6 months. If HPV not detected, screening may cease; if HPV is detected, use the reviewer-confirmed post-hysterectomy/vault pathway and refer to colposcopy where required.",6 months post-hysterectomy in Table 1,Colposcopy service,CLINICIAN_REVIEW,true,F8-08,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-PRIOR-LOW-GRADE-NOT-RETURNED-HPV,Figure 8,67,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,F8-LOWGRADE-NOT-RETURNED-NO-PATH-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,F8-LOWGRADE-NOT-RETURNED-NO-PATH-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,Vaginal-vault HPV test; use Figure 3 result branches as applicable while preserving cervix-absent and vault-sample provenance.,,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,F8-05,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-TREATED-HSIL-AIS-TOC-COMPLETE-NO-PATH-NO-FURTHER,Figure 8,67,R10.01-R10.10,NO_FURTHER_SCREENING,true,NO_FURTHER_SCREENING,F8-HSIL-TOC-COMPLETE-NO-PATH-NO-FURTHER,LOW,,true,NO_FURTHER_SCREENING,F8-HSIL-TOC-COMPLETE-NO-PATH-NO-FURTHER,NO_FURTHER_SCREENING,No further screening required,,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F8-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-TREATED-HSIL-AIS-TOC-COMPLETE-LSIL-HPV,Figure 8,67,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,F8-HSIL-TOC-COMPLETE-LSIL-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,F8-HSIL-TOC-COMPLETE-LSIL-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,Vaginal-vault HPV test; use Figure 3 result branches as applicable while preserving cervix-absent and vault-sample provenance.,6 months post-hysterectomy where specified,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,F8-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-INCOMPLETE-TOC-NO-LOW-PATH-CONTINUE-TOC,Figure 8,67,R10.01-R10.10,CONTINUE_TOC,true,CONTINUE_TOC,F8-INCOMPLETE-TOC-NO-PATH-LOWGRADE-TOC,HIGH,,true,CONTINUE_TOC,F8-INCOMPLETE-TOC-NO-PATH-LOWGRADE-TOC,TEST_OF_CURE,Test of Cure,Vault co-tests,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F8-07,true,true,false,GOV04_CLINICIAN_ONLY_OVERRESTRICTION,
F8-UNTREATED-HSIL-AIS-NO-LOW-PATH-TOC,Figure 8,67,R10.01-R10.10,TEST_OF_CURE,true,CONTINUE_TOC,F8-UNTREATED-HSIL-AIS-NO-PATH-LOWGRADE-TOC,HIGH,,true,CONTINUE_TOC,F8-UNTREATED-HSIL-AIS-NO-PATH-LOWGRADE-TOC,TEST_OF_CURE,Test of Cure,Vault co-tests,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F8-06,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-ANY-HIGH-GRADE-COMPLETE-TOC,Figure 8,67,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,F8-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,F8-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,Vault co-testing,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F8-03,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F8-ANY-HIGH-GRADE-INCOMPLETE-COLPOSCOPY,Figure 8,67,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,F8-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,F8-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,,Colposcopy service,CLINICIAN_REVIEW,true,F8-04,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NEGATIVE-OR-RETURNED-REGULAR-NO-PATHOLOGY,Table 1,66,R10.01-R10.10,NO_FURTHER_SCREENING,true,NO_FURTHER_SCREENING,T1-NEG-RETURNED-NO-PATH-NO-FURTHER,LOW,,true,NO_FURTHER_SCREENING,T1-NEG-RETURNED-NO-PATH-NO-FURTHER,NO_FURTHER_SCREENING,No further screening,As specified by outcome,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,T1-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NEGATIVE-OR-RETURNED-REGULAR-LSIL-CIN1,Table 1,66,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,T1-NEG-RETURNED-LSIL-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,T1-NEG-RETURNED-LSIL-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,HPV test; follow Figure 3,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-02,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NEGATIVE-OR-RETURNED-REGULAR-HSIL-AIS-COMPLETE,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-03,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NEGATIVE-OR-RETURNED-REGULAR-HSIL-AIS-INCOMPLETE,Table 1,66,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,As specified by outcome,Colposcopy service,CLINICIAN_REVIEW,true,T1-04,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-LOW-GRADE-NOT-RETURNED-NO-PATHOLOGY,Table 1,66,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,T1-LOWGRADE-NOT-RETURNED-NO-PATH-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,T1-LOWGRADE-NOT-RETURNED-NO-PATH-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,HPV test; follow Figure 3,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-05,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-LOW-GRADE-NOT-RETURNED-LSIL-CIN1,Table 1,66,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,T1-LOWGRADE-NOT-RETURNED-NO-PATH-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,T1-LOWGRADE-NOT-RETURNED-NO-PATH-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,HPV test; follow Figure 3,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-05,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
